,instant,date,season_type,year,month,hour,holiday_or_not,week_day,working_day,weather_sit,temperature,atemperature,humidity,windspeed,casual_user,registered_user,count
7757,7758,2011-11-24,4,0,11,20,1,4,0,1,0.4,0.38,0.84,0.1757,16,19,35
7758,7759,2011-11-24,4,0,11,21,1,4,0,1,0.4,0.38,0.78,0.1757,9,21,30
7759,7760,2011-11-24,4,0,11,22,1,4,0,1,0.4,0.38,0.78,0.1757,10,16,26
7760,7761,2011-11-24,4,0,11,23,1,4,0,1,0.37,0.38,0.84,0.1118,4,21,25
7761,7762,2011-11-25,4,0,11,0,0,5,1,1,0.37,0.36,0.84,0.1757,9,24,33
7762,7763,2011-11-25,4,0,11,1,0,5,1,1,0.37,0.39,0.84,0.0,4,14,18
7763,7764,2011-11-25,4,0,11,2,0,5,1,1,0.31,0.31,0.89,0.1118,6,8,14
7764,7765,2011-11-25,4,0,11,3,0,5,1,1,0.31,0.31,0.82,0.1118,2,4,6
7765,7766,2011-11-25,4,0,11,4,0,5,1,1,0.33,0.34,0.82,0.1118,6,5,11
7766,7767,2011-11-25,4,0,11,5,0,5,1,1,0.31,0.34,0.82,0.0,4,5,9
7767,7768,2011-11-25,4,0,11,6,0,5,1,1,0.29,0.29,0.89,0.1118,6,11,17
7768,7769,2011-11-25,4,0,11,7,0,5,1,1,0.29,0.33,0.89,0.0,6,33,39
7769,7770,2011-11-25,4,0,11,8,0,5,1,1,0.29,0.29,0.89,0.1437,8,70,78
7770,7771,2011-11-25,4,0,11,9,0,5,1,1,0.35,0.38,0.84,0.0,27,72,99
7771,7772,2011-11-25,4,0,11,10,0,5,1,1,0.4,0.38,0.78,0.1757,62,84,146
7772,7773,2011-11-25,4,0,11,11,0,5,1,1,0.44,0.44,0.73,0.1118,101,129,230
7773,7774,2011-11-25,4,0,11,12,0,5,1,1,0.51,0.49,0.56,0.1118,128,148,276
7774,7775,2011-11-25,4,0,11,13,0,5,1,1,0.55,0.52,0.5,0.2396,145,142,287
7775,7776,2011-11-25,4,0,11,14,0,5,1,1,0.57,0.54,0.43,0.2396,124,152,276
7776,7777,2011-11-25,4,0,11,15,0,5,1,1,0.57,0.54,0.4,0.2076,167,147,314
7777,7778,2011-11-25,4,0,11,16,0,5,1,1,0.55,0.52,0.43,0.1757,124,141,265
7778,7779,2011-11-25,4,0,11,17,0,5,1,1,0.55,0.52,0.37,0.1118,59,129,188
7779,7780,2011-11-25,4,0,11,18,0,5,1,1,0.51,0.49,0.48,0.0959,47,110,157
7780,7781,2011-11-25,4,0,11,19,0,5,1,1,0.46,0.46,0.74,0.0,40,98,138
7781,7782,2011-11-25,4,0,11,20,0,5,1,1,0.44,0.44,0.64,0.0959,21,78,99
7782,7783,2011-11-25,4,0,11,21,0,5,1,1,0.4,0.41,0.78,0.0,26,63,89
7783,7784,2011-11-25,4,0,11,22,0,5,1,1,0.37,0.38,0.78,0.0959,14,48,62
7784,7785,2011-11-25,4,0,11,23,0,5,1,1,0.37,0.38,0.84,0.1118,7,30,37
7785,7786,2011-11-26,4,0,11,0,0,6,0,1,0.37,0.38,0.84,0.1118,11,40,51
7786,7787,2011-11-26,4,0,11,1,0,6,0,1,0.35,0.36,0.84,0.0959,7,26,33
7787,7788,2011-11-26,4,0,11,2,0,6,0,1,0.33,0.34,0.89,0.1118,5,22,27
7788,7789,2011-11-26,4,0,11,3,0,6,0,1,0.33,0.36,0.89,0.0,10,11,21
7789,7790,2011-11-26,4,0,11,4,0,6,0,1,0.33,0.36,0.89,0.0,2,6,8
7790,7791,2011-11-26,4,0,11,5,0,6,0,1,0.33,0.34,0.82,0.1118,2,5,7
7791,7792,2011-11-26,4,0,11,6,0,6,0,2,0.33,0.34,0.82,0.0959,4,10,14
7792,7793,2011-11-26,4,0,11,7,0,6,0,1,0.29,0.29,0.96,0.1118,6,15,21
7793,7794,2011-11-26,4,0,11,8,0,6,0,1,0.35,0.36,0.84,0.0959,12,52,64
7794,7795,2011-11-26,4,0,11,9,0,6,0,1,0.37,0.38,0.84,0.0959,18,69,87
7795,7796,2011-11-26,4,0,11,10,0,6,0,1,0.4,0.41,0.89,0.0,59,86,145
7796,7797,2011-11-26,4,0,11,11,0,6,0,1,0.44,0.44,0.68,0.1118,109,125,234
7797,7798,2011-11-26,4,0,11,12,0,6,0,1,0.48,0.47,0.56,0.0,139,174,313
7798,7799,2011-11-26,4,0,11,13,0,6,0,1,0.53,0.51,0.48,0.0,179,150,329
7799,7800,2011-11-26,4,0,11,14,0,6,0,2,0.53,0.51,0.53,0.1437,143,160,303
7800,7801,2011-11-26,4,0,11,15,0,6,0,2,0.55,0.52,0.46,0.1118,156,162,318
7801,7802,2011-11-26,4,0,11,16,0,6,0,2,0.51,0.49,0.52,0.1437,139,140,279
7802,7803,2011-11-26,4,0,11,17,0,6,0,2,0.51,0.49,0.52,0.1437,64,124,188
7803,7804,2011-11-26,4,0,11,18,0,6,0,2,0.46,0.46,0.68,0.1757,69,120,189
7804,7805,2011-11-26,4,0,11,19,0,6,0,2,0.44,0.44,0.78,0.0959,48,102,150
7805,7806,2011-11-26,4,0,11,20,0,6,0,2,0.46,0.46,0.64,0.0,57,88,145
7806,7807,2011-11-26,4,0,11,21,0,6,0,2,0.42,0.43,0.9,0.0,22,74,96
7807,7808,2011-11-26,4,0,11,22,0,6,0,2,0.42,0.43,0.84,0.0,16,53,69
7808,7809,2011-11-26,4,0,11,23,0,6,0,1,0.4,0.41,0.89,0.0,20,53,73
7809,7810,2011-11-27,4,0,11,0,0,0,0,1,0.4,0.41,0.89,0.0,9,41,50
7810,7811,2011-11-27,4,0,11,1,0,0,0,1,0.4,0.41,0.89,0.0,11,37,48
7811,7812,2011-11-27,4,0,11,2,0,0,0,1,0.37,0.39,0.89,0.0,11,24,35
7812,7813,2011-11-27,4,0,11,3,0,0,0,1,0.37,0.39,0.96,0.0,11,10,21
7813,7814,2011-11-27,4,0,11,4,0,0,0,1,0.37,0.38,0.96,0.1118,2,6,8
7814,7815,2011-11-27,4,0,11,5,0,0,0,1,0.4,0.38,0.96,0.2076,2,7,9
7815,7816,2011-11-27,4,0,11,6,0,0,0,1,0.42,0.43,0.9,0.1757,2,11,13
7816,7817,2011-11-27,4,0,11,7,0,0,0,1,0.42,0.43,0.96,0.2396,14,13,27
7817,7818,2011-11-27,4,0,11,8,0,0,0,1,0.44,0.44,0.9,0.3194,8,38,46
7818,7819,2011-11-27,4,0,11,9,0,0,0,1,0.51,0.49,0.79,0.3035,23,92,115
7819,7820,2011-11-27,4,0,11,10,0,0,0,1,0.51,0.49,0.79,0.3035,60,133,193
7820,7821,2011-11-27,4,0,11,11,0,0,0,1,0.55,0.52,0.69,0.3833,85,159,244
7821,7822,2011-11-27,4,0,11,12,0,0,0,1,0.59,0.56,0.62,0.3035,65,195,260
7822,7823,2011-11-27,4,0,11,13,0,0,0,1,0.59,0.56,0.66,0.2076,99,218,317
7823,7824,2011-11-27,4,0,11,14,0,0,0,1,0.68,0.67,0.47,0.4951,115,202,317
7824,7825,2011-11-27,4,0,11,15,0,0,0,1,0.68,0.67,0.47,0.3035,98,223,321
7825,7826,2011-11-27,4,0,11,16,0,0,0,1,0.62,0.57,0.57,0.2715,96,231,327
7826,7827,2011-11-27,4,0,11,17,0,0,0,1,0.59,0.56,0.62,0.2076,39,169,208
7827,7828,2011-11-27,4,0,11,18,0,0,0,1,0.55,0.52,0.69,0.1757,27,132,159
7828,7829,2011-11-27,4,0,11,19,0,0,0,1,0.53,0.51,0.74,0.2396,32,111,143
7829,7830,2011-11-27,4,0,11,20,0,0,0,1,0.55,0.52,0.69,0.2715,12,96,108
7830,7831,2011-11-27,4,0,11,21,0,0,0,1,0.53,0.51,0.74,0.3035,15,77,92
7831,7832,2011-11-27,4,0,11,22,0,0,0,1,0.53,0.51,0.79,0.2715,15,55,70
7832,7833,2011-11-27,4,0,11,23,0,0,0,1,0.53,0.51,0.79,0.2715,7,29,36
7833,7834,2011-11-28,4,0,11,0,0,1,1,1,0.51,0.49,0.85,0.3035,8,12,20
7834,7835,2011-11-28,4,0,11,1,0,1,1,1,0.51,0.49,0.85,0.3194,3,14,17
7835,7836,2011-11-28,4,0,11,3,0,1,1,1,0.48,0.47,0.97,0.2396,3,6,9
7836,7837,2011-11-28,4,0,11,4,0,1,1,1,0.48,0.47,0.9,0.0959,2,6,8
7837,7838,2011-11-28,4,0,11,5,0,1,1,1,0.44,0.44,0.96,0.0,2,36,38
7838,7839,2011-11-28,4,0,11,6,0,1,1,1,0.46,0.46,0.9,0.0959,8,100,108
7839,7840,2011-11-28,4,0,11,7,0,1,1,1,0.46,0.46,0.97,0.0,9,272,281
7840,7841,2011-11-28,4,0,11,8,0,1,1,2,0.46,0.46,1.03,0.0,15,396,411
7841,7842,2011-11-28,4,0,11,9,0,1,1,2,0.48,0.47,0.97,0.2396,19,193,212
7842,7843,2011-11-28,4,0,11,10,0,1,1,2,0.53,0.51,0.85,0.1437,23,88,111
7843,7844,2011-11-28,4,0,11,11,0,1,1,2,0.57,0.54,0.75,0.1118,13,109,122
7844,7845,2011-11-28,4,0,11,12,0,1,1,1,0.62,0.57,0.66,0.1118,15,167,182
7845,7846,2011-11-28,4,0,11,13,0,1,1,2,0.64,0.59,0.62,0.0,27,139,166
7846,7847,2011-11-28,4,0,11,14,0,1,1,1,0.66,0.67,0.62,0.0,16,131,147
7847,7848,2011-11-28,4,0,11,15,0,1,1,1,0.64,0.59,0.66,0.1757,20,134,154
7848,7849,2011-11-28,4,0,11,16,0,1,1,1,0.62,0.57,0.66,0.2076,26,242,268
7849,7850,2011-11-28,4,0,11,17,0,1,1,1,0.64,0.59,0.62,0.2076,26,446,472
7850,7851,2011-11-28,4,0,11,18,0,1,1,1,0.62,0.57,0.7,0.2396,22,398,420
7851,7852,2011-11-28,4,0,11,19,0,1,1,1,0.59,0.56,0.8,0.2396,6,262,268
7852,7853,2011-11-28,4,0,11,20,0,1,1,2,0.59,0.56,0.8,0.2715,14,208,222
7853,7854,2011-11-28,4,0,11,21,0,1,1,2,0.59,0.56,0.85,0.2396,6,154,160
7854,7855,2011-11-28,4,0,11,22,0,1,1,2,0.57,0.54,0.91,0.1118,9,104,113
7855,7856,2011-11-28,4,0,11,23,0,1,1,2,0.57,0.54,0.91,0.1437,7,43,50
7856,7857,2011-11-29,4,0,11,0,0,2,1,1,0.57,0.54,0.91,0.0,6,20,26
7857,7858,2011-11-29,4,0,11,1,0,2,1,1,0.57,0.54,0.91,0.0959,3,18,21
7858,7859,2011-11-29,4,0,11,2,0,2,1,2,0.55,0.52,0.97,0.0,2,7,9
7859,7860,2011-11-29,4,0,11,3,0,2,1,2,0.55,0.52,0.97,0.0,2,4,6
7860,7861,2011-11-29,4,0,11,4,0,2,1,2,0.57,0.54,0.91,0.3514,3,7,10
7861,7862,2011-11-29,4,0,11,5,0,2,1,1,0.55,0.52,0.97,0.3035,3,23,26
7862,7863,2011-11-29,4,0,11,6,0,2,1,1,0.57,0.54,0.91,0.3035,3,90,93
7863,7864,2011-11-29,4,0,11,7,0,2,1,1,0.57,0.54,0.85,0.2396,14,332,346
7864,7865,2011-11-29,4,0,11,8,0,2,1,1,0.59,0.56,0.85,0.3035,11,442,453
7865,7866,2011-11-29,4,0,11,9,0,2,1,3,0.62,0.57,0.8,0.4472,7,199,206
7866,7867,2011-11-29,4,0,11,10,0,2,1,3,0.62,0.57,0.8,0.4472,4,36,40
7867,7868,2011-11-29,4,0,11,11,0,2,1,3,0.55,0.52,0.97,0.3194,3,12,15
7868,7869,2011-11-29,4,0,11,12,0,2,1,3,0.46,0.46,0.9,0.4472,3,19,22
7869,7870,2011-11-29,4,0,11,13,0,2,1,3,0.46,0.46,0.85,0.3035,2,24,26
7870,7871,2011-11-29,4,0,11,14,0,2,1,3,0.44,0.44,1.03,0.2076,3,37,40
7871,7872,2011-11-29,4,0,11,15,0,2,1,3,0.44,0.44,0.96,0.3514,7,62,69
7872,7873,2011-11-29,4,0,11,16,0,2,1,3,0.44,0.44,0.96,0.2396,7,148,155
7873,7874,2011-11-29,4,0,11,17,0,2,1,2,0.44,0.44,0.96,0.3194,10,348,358
7874,7875,2011-11-29,4,0,11,18,0,2,1,2,0.44,0.44,0.9,0.3194,13,349,362
7875,7876,2011-11-29,4,0,11,19,0,2,1,2,0.44,0.44,0.9,0.3514,8,246,254
7876,7877,2011-11-29,4,0,11,20,0,2,1,2,0.42,0.43,0.96,0.2715,10,178,188
7877,7878,2011-11-29,4,0,11,21,0,2,1,2,0.42,0.43,0.96,0.2715,11,118,129
7878,7879,2011-11-29,4,0,11,22,0,2,1,1,0.42,0.43,0.9,0.3194,7,92,99
7879,7880,2011-11-29,4,0,11,23,0,2,1,1,0.4,0.36,0.84,0.4153,2,55,57
7880,7881,2011-11-30,4,0,11,0,0,3,1,1,0.4,0.36,0.68,0.4472,3,25,28
7881,7882,2011-11-30,4,0,11,1,0,3,1,1,0.37,0.33,0.73,0.3514,2,10,12
7882,7883,2011-11-30,4,0,11,2,0,3,1,1,0.35,0.34,0.77,0.1757,2,7,9
7883,7884,2011-11-30,4,0,11,3,0,3,1,1,0.35,0.34,0.77,0.1757,2,3,5
7884,7885,2011-11-30,4,0,11,4,0,3,1,1,0.33,0.31,0.82,0.2396,2,7,9
7885,7886,2011-11-30,4,0,11,5,0,3,1,1,0.31,0.29,0.89,0.2076,3,23,26
7886,7887,2011-11-30,4,0,11,6,0,3,1,1,0.29,0.29,0.96,0.1118,5,102,107
7887,7888,2011-11-30,4,0,11,7,0,3,1,1,0.29,0.29,0.89,0.1118,11,278,289
7888,7889,2011-11-30,4,0,11,8,0,3,1,1,0.31,0.29,0.89,0.2076,15,467,482
7889,7890,2011-11-30,4,0,11,9,0,3,1,1,0.33,0.31,0.82,0.3035,9,188,197
7890,7891,2011-11-30,4,0,11,10,0,3,1,1,0.37,0.34,0.73,0.2396,17,97,114
7891,7892,2011-11-30,4,0,11,11,0,3,1,1,0.42,0.43,0.59,0.3194,12,114,126
7892,7893,2011-11-30,4,0,11,12,0,3,1,2,0.4,0.36,0.58,0.3035,14,150,164
7893,7894,2011-11-30,4,0,11,13,0,3,1,2,0.42,0.43,0.47,0.3833,18,133,151
7894,7895,2011-11-30,4,0,11,14,0,3,1,2,0.42,0.43,0.47,0.3833,15,101,116
7895,7896,2011-11-30,4,0,11,15,0,3,1,1,0.4,0.36,0.51,0.3514,13,106,119
7896,7897,2011-11-30,4,0,11,16,0,3,1,1,0.4,0.36,0.51,0.3035,29,201,230
7897,7898,2011-11-30,4,0,11,17,0,3,1,2,0.37,0.33,0.54,0.3514,17,367,384
7898,7899,2011-11-30,4,0,11,18,0,3,1,1,0.37,0.33,0.54,0.3514,9,371,380
7899,7900,2011-11-30,4,0,11,19,0,3,1,2,0.35,0.33,0.63,0.3035,8,275,283
7900,7901,2011-11-30,4,0,11,20,0,3,1,2,0.35,0.33,0.63,0.3035,8,186,194
7901,7902,2011-11-30,4,0,11,21,0,3,1,1,0.35,0.31,0.58,0.4153,9,130,139
7902,7903,2011-11-30,4,0,11,22,0,3,1,1,0.33,0.29,0.62,0.3194,7,84,91
7903,7904,2011-11-30,4,0,11,23,0,3,1,1,0.31,0.28,0.57,0.3035,6,48,54
7904,7905,2011-12-01,4,0,12,0,0,4,1,1,0.31,0.28,0.57,0.3514,3,21,24
7905,7906,2011-12-01,4,0,12,1,0,4,1,1,0.29,0.26,0.66,0.3035,3,11,14
7906,7907,2011-12-01,4,0,12,2,0,4,1,1,0.29,0.25,0.62,0.3194,3,10,13
7907,7908,2011-12-01,4,0,12,3,0,4,1,1,0.29,0.26,0.62,0.2715,3,8,11
7908,7909,2011-12-01,4,0,12,4,0,4,1,1,0.29,0.26,0.62,0.3035,2,3,5
7909,7910,2011-12-01,4,0,12,5,0,4,1,1,0.29,0.26,0.62,0.2715,3,25,28
7910,7911,2011-12-01,4,0,12,6,0,4,1,1,0.26,0.23,0.72,0.3035,7,94,101
7911,7912,2011-12-01,4,0,12,7,0,4,1,1,0.26,0.23,0.72,0.3833,13,267,280
7912,7913,2011-12-01,4,0,12,8,0,4,1,1,0.29,0.25,0.66,0.3514,17,464,481
7913,7914,2011-12-01,4,0,12,9,0,4,1,1,0.33,0.29,0.57,0.3514,11,217,228
7914,7915,2011-12-01,4,0,12,10,0,4,1,1,0.35,0.33,0.58,0.3194,9,88,97
7915,7916,2011-12-01,4,0,12,11,0,4,1,1,0.37,0.34,0.54,0.2715,9,97,106
7916,7917,2011-12-01,4,0,12,12,0,4,1,1,0.4,0.38,0.51,0.2396,11,141,152
7917,7918,2011-12-01,4,0,12,13,0,4,1,1,0.44,0.44,0.44,0.2396,19,139,158
7918,7919,2011-12-01,4,0,12,14,0,4,1,1,0.44,0.44,0.44,0.2396,22,132,154
7919,7920,2011-12-01,4,0,12,15,0,4,1,1,0.44,0.44,0.44,0.2396,12,146,158
7920,7921,2011-12-01,4,0,12,16,0,4,1,1,0.44,0.44,0.44,0.2076,11,194,205
7921,7922,2011-12-01,4,0,12,17,0,4,1,1,0.4,0.38,0.51,0.1437,11,411,422
7922,7923,2011-12-01,4,0,12,18,0,4,1,1,0.4,0.39,0.47,0.1118,14,395,409
7923,7924,2011-12-01,4,0,12,19,0,4,1,1,0.37,0.38,0.51,0.1118,11,221,232
7924,7925,2011-12-01,4,0,12,20,0,4,1,1,0.37,0.38,0.51,0.1118,14,180,194
7925,7926,2011-12-01,4,0,12,21,0,4,1,1,0.33,0.34,0.67,0.1118,10,156,166
7926,7927,2011-12-01,4,0,12,22,0,4,1,1,0.33,0.36,0.67,0.0,7,101,108
7927,7928,2011-12-01,4,0,12,23,0,4,1,1,0.29,0.31,0.77,0.0959,5,72,77
7928,7929,2011-12-02,4,0,12,0,0,5,1,1,0.29,0.31,0.77,0.0959,8,34,42
7929,7930,2011-12-02,4,0,12,1,0,5,1,1,0.26,0.31,0.82,0.0,3,16,19
7930,7931,2011-12-02,4,0,12,2,0,5,1,1,0.26,0.31,0.82,0.0,2,12,14
7931,7932,2011-12-02,4,0,12,3,0,5,1,1,0.24,0.29,0.88,0.0,2,3,5
7932,7933,2011-12-02,4,0,12,4,0,5,1,1,0.24,0.29,0.88,0.0,2,5,7
7933,7934,2011-12-02,4,0,12,5,0,5,1,1,0.24,0.28,0.88,0.0959,2,25,27
7934,7935,2011-12-02,4,0,12,6,0,5,1,1,0.24,0.29,0.88,0.0,5,86,91
7935,7936,2011-12-02,4,0,12,7,0,5,1,1,0.24,0.28,0.96,0.0959,8,201,209
7936,7937,2011-12-02,4,0,12,8,0,5,1,1,0.26,0.31,0.96,0.0,15,434,449
7937,7938,2011-12-02,4,0,12,9,0,5,1,1,0.31,0.34,0.89,0.0,14,236,250
7938,7939,2011-12-02,4,0,12,10,0,5,1,1,0.33,0.31,0.82,0.2396,18,91,109
7939,7940,2011-12-02,4,0,12,11,0,5,1,1,0.37,0.36,0.73,0.1757,20,144,164
7940,7941,2011-12-02,4,0,12,12,0,5,1,1,0.4,0.38,0.63,0.1437,20,188,208
7941,7942,2011-12-02,4,0,12,13,0,5,1,1,0.44,0.44,0.52,0.1437,21,190,211
7942,7943,2011-12-02,4,0,12,14,0,5,1,1,0.46,0.46,0.48,0.1118,27,147,174
7943,7944,2011-12-02,4,0,12,15,0,5,1,1,0.46,0.46,0.45,0.0959,26,177,203
7944,7945,2011-12-02,4,0,12,16,0,5,1,1,0.46,0.46,0.45,0.0959,24,256,280
7945,7946,2011-12-02,4,0,12,17,0,5,1,1,0.46,0.46,0.42,0.0,22,393,415
7946,7947,2011-12-02,4,0,12,18,0,5,1,1,0.44,0.44,0.55,0.0,12,364,376
7947,7948,2011-12-02,4,0,12,19,0,5,1,1,0.37,0.34,0.58,0.2715,15,254,269
7948,7949,2011-12-02,4,0,12,20,0,5,1,1,0.42,0.43,0.44,0.3035,14,180,194
7949,7950,2011-12-02,4,0,12,21,0,5,1,1,0.37,0.36,0.54,0.2076,11,104,115
7950,7951,2011-12-02,4,0,12,22,0,5,1,1,0.35,0.34,0.58,0.2076,9,97,106
7951,7952,2011-12-02,4,0,12,23,0,5,1,1,0.35,0.33,0.58,0.3035,16,83,99
7952,7953,2011-12-03,4,0,12,0,0,6,0,1,0.33,0.31,0.62,0.2715,12,67,79
7953,7954,2011-12-03,4,0,12,1,0,6,0,1,0.29,0.28,0.72,0.2076,11,64,75
7954,7955,2011-12-03,4,0,12,2,0,6,0,1,0.29,0.28,0.72,0.1757,11,43,54
7955,7956,2011-12-03,4,0,12,3,0,6,0,1,0.26,0.26,0.77,0.1437,6,7,13
7956,7957,2011-12-03,4,0,12,4,0,6,0,1,0.24,0.25,0.82,0.1437,3,9,12
7957,7958,2011-12-03,4,0,12,5,0,6,0,1,0.26,0.28,0.77,0.0959,2,8,10
7958,7959,2011-12-03,4,0,12,6,0,6,0,1,0.26,0.28,0.72,0.1118,3,12,15
7959,7960,2011-12-03,4,0,12,7,0,6,0,1,0.24,0.28,0.82,0.0959,4,26,30
7960,7961,2011-12-03,4,0,12,8,0,6,0,1,0.26,0.28,0.82,0.0959,3,64,67
7961,7962,2011-12-03,4,0,12,9,0,6,0,1,0.29,0.29,0.77,0.1118,27,101,128
7962,7963,2011-12-03,4,0,12,10,0,6,0,1,0.35,0.36,0.67,0.1437,24,175,199
7963,7964,2011-12-03,4,0,12,11,0,6,0,1,0.35,0.36,0.63,0.0959,50,229,279
7964,7965,2011-12-03,4,0,12,12,0,6,0,1,0.4,0.41,0.55,0.0,80,282,362
7965,7966,2011-12-03,4,0,12,13,0,6,0,1,0.4,0.39,0.55,0.0959,72,224,296
7966,7967,2011-12-03,4,0,12,14,0,6,0,1,0.4,0.41,0.51,0.0,94,253,347
7967,7968,2011-12-03,4,0,12,15,0,6,0,1,0.42,0.43,0.51,0.0,102,239,341
7968,7969,2011-12-03,4,0,12,16,0,6,0,1,0.42,0.43,0.51,0.0,77,232,309
7969,7970,2011-12-03,4,0,12,17,0,6,0,1,0.4,0.41,0.68,0.0,48,188,236
7970,7971,2011-12-03,4,0,12,18,0,6,0,1,0.37,0.36,0.58,0.1437,33,195,228
7971,7972,2011-12-03,4,0,12,19,0,6,0,1,0.33,0.34,0.67,0.0959,33,146,179
7972,7973,2011-12-03,4,0,12,20,0,6,0,1,0.33,0.34,0.67,0.0959,19,112,131
7973,7974,2011-12-03,4,0,12,21,0,6,0,2,0.33,0.34,0.67,0.0959,7,106,113
7974,7975,2011-12-03,4,0,12,22,0,6,0,2,0.35,0.36,0.67,0.0959,19,99,118
7975,7976,2011-12-03,4,0,12,23,0,6,0,1,0.33,0.33,0.77,0.1437,14,75,89
7976,7977,2011-12-04,4,0,12,0,0,0,0,1,0.33,0.34,0.77,0.1118,21,66,87
7977,7978,2011-12-04,4,0,12,1,0,0,0,1,0.33,0.34,0.82,0.0959,22,56,78
7978,7979,2011-12-04,4,0,12,2,0,0,0,1,0.29,0.33,0.89,0.0,13,53,66
7979,7980,2011-12-04,4,0,12,3,0,0,0,1,0.31,0.34,0.82,0.0,9,36,45
7980,7981,2011-12-04,4,0,12,4,0,0,0,1,0.29,0.33,0.96,0.0,4,11,15
7981,7982,2011-12-04,4,0,12,5,0,0,0,1,0.29,0.33,0.89,0.0,4,4,8
7982,7983,2011-12-04,4,0,12,6,0,0,0,1,0.26,0.31,1.02,0.0,3,5,8
7983,7984,2011-12-04,4,0,12,7,0,0,0,1,0.29,0.33,0.96,0.0,5,25,30
7984,7985,2011-12-04,4,0,12,8,0,0,0,1,0.29,0.33,0.96,0.0,9,50,59
7985,7986,2011-12-04,4,0,12,9,0,0,0,1,0.33,0.36,0.89,0.0,14,116,130
7986,7987,2011-12-04,4,0,12,10,0,0,0,1,0.35,0.36,0.89,0.1437,38,182,220
7987,7988,2011-12-04,4,0,12,11,0,0,0,1,0.37,0.36,0.89,0.1757,50,208,258
7988,7989,2011-12-04,4,0,12,12,0,0,0,1,0.4,0.38,0.89,0.1757,84,249,333
7989,7990,2011-12-04,4,0,12,13,0,0,0,1,0.44,0.44,0.73,0.2396,90,271,361
7990,7991,2011-12-04,4,0,12,14,0,0,0,1,0.46,0.46,0.68,0.1437,79,248,327
7991,7992,2011-12-04,4,0,12,15,0,0,0,1,0.46,0.46,0.68,0.2076,71,229,300
7992,7993,2011-12-04,4,0,12,16,0,0,0,1,0.46,0.46,0.64,0.2396,66,268,334
7993,7994,2011-12-04,4,0,12,17,0,0,0,1,0.42,0.43,0.84,0.1437,40,209,249
7994,7995,2011-12-04,4,0,12,18,0,0,0,1,0.42,0.43,0.78,0.0,12,163,175
7995,7996,2011-12-04,4,0,12,19,0,0,0,1,0.42,0.43,0.84,0.0,17,160,177
7996,7997,2011-12-04,4,0,12,20,0,0,0,1,0.4,0.38,0.84,0.1437,10,118,128
7997,7998,2011-12-04,4,0,12,21,0,0,0,1,0.4,0.39,0.89,0.1118,9,67,76
7998,7999,2011-12-04,4,0,12,22,0,0,0,1,0.37,0.38,0.96,0.1118,7,61,68
7999,8000,2011-12-04,4,0,12,23,0,0,0,1,0.37,0.38,0.96,0.1118,5,44,49
8000,8001,2011-12-05,4,0,12,0,0,1,1,1,0.35,0.36,0.96,0.0959,5,23,28
8001,8002,2011-12-05,4,0,12,1,0,1,1,1,0.35,0.38,0.96,0.0,4,12,16
8002,8003,2011-12-05,4,0,12,2,0,1,1,1,0.35,0.38,0.96,0.0,2,10,12
8003,8004,2011-12-05,4,0,12,3,0,1,1,1,0.35,0.38,0.96,0.0,2,4,6
8004,8005,2011-12-05,4,0,12,4,0,1,1,1,0.33,0.34,0.96,0.1118,2,9,11
8005,8006,2011-12-05,4,0,12,5,0,1,1,1,0.33,0.34,0.96,0.1118,3,26,29
8006,8007,2011-12-05,4,0,12,6,0,1,1,1,0.33,0.34,1.02,0.0959,3,91,94
8007,8008,2011-12-05,4,0,12,7,0,1,1,1,0.35,0.38,0.99,0.0,11,276,287
8008,8009,2011-12-05,4,0,12,8,0,1,1,1,0.35,0.38,1.02,0.0,14,394,408
8009,8010,2011-12-05,4,0,12,9,0,1,1,2,0.4,0.39,0.96,0.0959,14,180,194
8010,8011,2011-12-05,4,0,12,10,0,1,1,2,0.4,0.39,0.96,0.0959,11,80,91
8011,8012,2011-12-05,4,0,12,11,0,1,1,2,0.4,0.39,0.96,0.0959,19,108,127
8012,8013,2011-12-05,4,0,12,12,0,1,1,2,0.44,0.44,0.84,0.1118,31,127,158
8013,8014,2011-12-05,4,0,12,13,0,1,1,2,0.46,0.46,0.78,0.0959,20,155,175
8014,8015,2011-12-05,4,0,12,14,0,1,1,2,0.51,0.49,0.74,0.0,9,128,137
8015,8016,2011-12-05,4,0,12,15,0,1,1,2,0.51,0.49,0.79,0.0959,18,134,152
8016,8017,2011-12-05,4,0,12,16,0,1,1,1,0.55,0.52,0.69,0.0959,12,240,252
8017,8018,2011-12-05,4,0,12,17,0,1,1,1,0.46,0.46,0.85,0.0,18,432,450
8018,8019,2011-12-05,4,0,12,18,0,1,1,1,0.48,0.47,0.85,0.0,15,388,403
8019,8020,2011-12-05,4,0,12,19,0,1,1,2,0.51,0.49,0.85,0.0,15,297,312
8020,8021,2011-12-05,4,0,12,20,0,1,1,2,0.51,0.49,0.9,0.1118,17,192,209
8021,8022,2011-12-05,4,0,12,21,0,1,1,2,0.48,0.47,0.97,0.0959,12,168,180
8022,8023,2011-12-05,4,0,12,22,0,1,1,2,0.48,0.47,0.97,0.1437,14,96,110
8023,8024,2011-12-05,4,0,12,23,0,1,1,2,0.51,0.49,0.97,0.1437,10,56,66
8024,8025,2011-12-06,4,0,12,0,0,2,1,2,0.55,0.52,0.85,0.3194,5,27,32
8025,8026,2011-12-06,4,0,12,1,0,2,1,2,0.51,0.49,0.97,0.3194,4,16,20
